transaction_id,amount,payment_method,failure_reason,retry_count,customer_success_rate,previous_transaction_count,previous_failed_count,hour_of_day,day_of_week,is_subscription,days_since_last_payment,customer_tenure_days,payment_attempt_number,is_first_payment,customer_avg_transaction_amount,amount_vs_customer_average,recovered
txn_synth_000052,338.01,Card,invalid_card,1,0.8001999792248304,12,2,12,0,0,19,190,2,0,218.72,1.5454004414136593,0
txn_synth_000053,1226.2,Card,invalid_card,0,0.7258529970720303,4,2,14,0,1,2,86,1,0,962.83,1.2735373713580034,0
txn_synth_000054,1864.97,Card,invalid_card,1,0.8487062844289113,10,1,9,4,0,2,317,2,0,1331.84,1.4002958208170966,0
txn_synth_000055,1687.97,UPI,temporary_network_failure,0,0.3604863464729286,11,8,13,0,0,71,230,1,0,1446.0,1.1673374746380534,1
txn_synth_000056,287.37,UPI,temporary_network_failure,5,0.8285754205882588,25,7,12,6,0,59,535,6,0,239.29,1.2009276943905849,0
txn_synth_000057,488.23,Card,insufficient_funds,0,0.8167621535246778,15,5,7,0,0,25,258,1,0,483.61,1.0095531314581352,0
txn_synth_000058,926.36,UPI,temporary_network_failure,1,0.8021827039627353,19,1,12,1,0,11,611,2,0,878.05,1.0550196337905628,0
txn_synth_000059,1764.36,UPI,temporary_network_failure,0,0.6978754170914478,19,9,12,5,0,14,384,1,0,2184.45,0.8076907193678466,1
txn_synth_000060,411.92,Netbanking,insufficient_funds,0,0.7049884627709077,4,1,9,4,0,71,137,1,0,446.73,0.9220781921501088,1
txn_synth_000061,552.44,Card,invalid_card,0,0.8670987391083383,3,1,11,5,0,14,76,1,0,364.61,1.515153135812152,0
txn_synth_000062,220.01,Card,invalid_card,1,0.7582658076822961,11,4,12,0,0,5,392,2,0,175.21,1.2556930965302724,0
txn_synth_000063,201.1,Card,abandoned_otp,1,0.8548358473381856,29,2,9,5,0,36,439,2,0,303.36,0.6629087334220486,0
txn_synth_000064,1498.96,Card,temporary_network_failure,2,0.8384126882652664,8,1,8,6,0,32,120,3,0,1395.68,1.0739997630259102,1
txn_synth_000065,2581.79,UPI,temporary_network_failure,1,0.6380742306656823,17,7,11,5,0,25,326,2,0,2263.73,1.1405026167409424,0
txn_synth_000066,618.93,UPI,abandoned_otp,0,0.7697990115434692,12,2,10,0,0,49,313,1,0,579.21,1.0685761456367096,1
txn_synth_000067,1814.44,Card,temporary_network_failure,0,0.91978744232131,14,2,10,4,0,32,224,1,0,2436.09,0.74481648566015,1
txn_synth_000068,954.93,Card,invalid_card,2,0.7770197792855206,23,4,7,1,0,40,478,3,0,813.59,1.1737238514027477,0
txn_synth_000069,348.93,Card,abandoned_otp,1,0.8677123905572616,12,3,10,0,0,5,331,2,0,356.89,0.9776961815210239,1
txn_synth_000070,954.7,Wallet,insufficient_funds,0,0.8458501739061968,13,1,7,1,1,8,270,1,0,1077.31,0.8861887396739219,0
txn_synth_000071,3096.53,Card,abandoned_otp,0,0.6801507683400861,14,5,10,5,0,2,237,1,0,1857.53,1.667014790248261,1
txn_synth_000072,641.73,Netbanking,temporary_network_failure,1,0.8022293102381368,5,1,8,6,0,4,93,2,0,363.86,1.7636727927314684,0
txn_synth_000073,3180.02,Netbanking,temporary_network_failure,1,0.6398844307040605,3,2,9,6,1,86,104,2,0,3771.84,0.8430951449608277,1
txn_synth_000074,48.44,Card,temporary_network_failure,0,0.6908250465992679,17,1,8,4,1,3,301,1,0,40.5,1.196049087395287,1
txn_synth_000075,1513.08,Wallet,insufficient_funds,0,0.4941746856770465,13,8,9,3,0,1,216,1,0,1733.73,0.8727310430532376,1
txn_synth_000076,725.63,Netbanking,temporary_network_failure,1,0.6247890353247314,3,1,10,6,0,49,94,2,0,580.58,1.2498363489986504,0
txn_synth_000077,493.24,UPI,insufficient_funds,1,0.49974687690525293,19,8,7,1,0,81,298,2,0,722.68,0.6825150733033284,0
txn_synth_000078,729.06,UPI,temporary_network_failure,0,0.6114861952870665,11,2,7,5,0,25,214,1,0,934.5,0.7801605052952326,1
txn_synth_000079,91.14,UPI,exceeds_limit,0,0.3269838270606623,16,12,11,4,0,11,298,1,0,108.05,0.8434983023139008,0
txn_synth_000080,533.96,Card,insufficient_funds,0,0.5524151131568821,12,5,4,6,0,94,307,1,0,371.76,1.4363029525418833,0
txn_synth_000081,950.62,Card,abandoned_otp,0,0.8503458591916933,13,1,11,1,0,2,227,1,0,1092.61,0.8700451133520185,1
txn_synth_000082,2915.78,Netbanking,insufficient_funds,1,0.3561565967570444,7,7,11,4,0,0,272,2,0,2735.32,1.06597399548874,0
txn_synth_000083,396.12,Netbanking,insufficient_funds,0,0.6707121505863841,18,8,10,4,0,79,405,1,0,208.36,1.9011325637774732,0
txn_synth_000084,296.34,Card,insufficient_funds,0,0.9472032084014945,26,4,11,2,0,41,497,1,0,232.47,1.2747450735688444,1
txn_synth_000085,402.72,Netbanking,insufficient_funds,0,0.611783901111957,5,1,10,1,1,19,90,1,0,394.78,1.020112441863508,0
txn_synth_000086,1661.38,Netbanking,temporary_network_failure,0,0.6050528423340457,7,3,7,3,0,5,121,1,0,1383.62,1.2007487518195117,0
txn_synth_000087,924.04,Card,invalid_card,0,0.5068159718132772,1,0,13,0,0,73,61,1,0,949.49,0.9731961266238072,0
txn_synth_000088,391.6,UPI,temporary_network_failure,0,0.8151406235631833,13,3,10,2,0,11,204,1,0,504.21,0.7766605030312668,1
txn_synth_000089,1111.28,UPI,temporary_network_failure,0,0.6946162265445663,8,3,12,5,1,7,271,1,0,1265.32,0.878260037948819,1
txn_synth_000090,732.95,Netbanking,temporary_network_failure,0,0.8963639988985559,12,1,9,1,0,23,184,1,0,678.61,1.08007543242694,1
txn_synth_000091,1752.23,Netbanking,insufficient_funds,2,0.6943655398214663,24,8,13,2,1,1,370,3,0,2034.28,0.8613514321462561,0
txn_synth_000092,329.62,Card,invalid_card,0,0.9614759263868999,13,0,5,5,0,12,276,1,0,462.85,0.712152949937281,0
txn_synth_000093,479.31,UPI,temporary_network_failure,1,0.2561476090121415,9,6,10,3,1,1,148,2,0,326.35,1.468699204268448,0
txn_synth_000094,449.39,Netbanking,abandoned_otp,0,0.9484553281939161,9,0,8,1,1,3,232,1,0,231.97,1.9372762884305603,1
txn_synth_000095,153.93,Netbanking,insufficient_funds,0,0.8835911888135534,14,1,8,5,0,7,349,1,0,191.97,0.8018439963617234,1
txn_synth_000096,894.37,Card,abandoned_otp,3,0.7835644109902448,34,11,9,5,0,28,573,4,0,1206.4,0.741354436825643,0
txn_synth_000097,863.55,UPI,exceeds_limit,1,0.6769286794459027,33,9,5,1,0,0,646,2,0,1067.55,0.8089082402800034,0
txn_synth_000098,668.55,Netbanking,temporary_network_failure,2,0.7558869257509805,30,7,10,3,0,12,481,3,0,579.26,1.1541449236241943,0
txn_synth_000099,526.06,Card,abandoned_otp,2,0.9392542980133125,11,1,11,0,0,8,181,3,0,479.51,1.097078244518816,1
txn_synth_000100,161.52,UPI,temporary_network_failure,0,0.6689175391371477,25,6,3,3,0,18,388,1,0,203.96,0.7919199454834308,1
txn_synth_000101,436.75,Netbanking,abandoned_otp,2,0.6730710319454815,11,4,7,4,0,19,181,3,0,471.49,0.9263186721602013,0
txn_synth_000102,472.14,Card,insufficient_funds,1,0.9016429972898952,16,3,13,3,0,15,251,2,0,267.89,1.7624397415939477,0
txn_synth_000103,298.19,Netbanking,insufficient_funds,0,0.4533767688939154,3,2,8,0,0,1,68,1,0,409.52,0.7281451277557842,0
txn_synth_000104,566.07,Card,temporary_network_failure,3,0.7496656472804675,6,1,12,4,0,22,201,4,0,700.76,0.8077943831298251,0
txn_synth_000105,996.3,Card,abandoned_otp,1,0.7430349134933322,8,2,10,2,0,3,120,2,0,703.45,1.4163053320590613,1
txn_synth_000106,4386.06,Card,temporary_network_failure,1,0.6326063895767926,8,3,14,5,0,85,131,2,0,3835.69,1.1434865665799725,1
txn_synth_000107,792.01,Card,insufficient_funds,0,0.8767787141423644,2,0,14,3,0,17,66,1,0,1056.72,0.7494984409351726,1
txn_synth_000108,860.53,Card,invalid_card,0,0.784079515702857,14,4,15,0,0,18,285,1,0,722.24,1.19147373184158,0
txn_synth_000109,617.42,UPI,insufficient_funds,1,0.7533217971593965,15,1,9,5,0,40,262,2,0,638.26,0.9673487142019128,0
txn_synth_000110,97.63,Card,invalid_card,1,0.835420773697338,13,3,14,5,0,16,232,2,0,117.79,0.8288478793744901,0
txn_synth_000111,647.74,Wallet,temporary_network_failure,0,0.5734519313035319,4,2,7,2,0,20,190,1,0,645.71,1.0031438106403214,1
txn_synth_000112,706.43,UPI,temporary_network_failure,0,0.24249623378697635,15,13,9,1,1,3,338,1,0,922.44,0.7658275793999871,1
txn_synth_000113,7810.64,UPI,temporary_network_failure,0,0.8066539463139473,9,1,8,4,0,50,230,1,0,9556.32,0.8173271711105037,1
txn_synth_000114,548.75,UPI,insufficient_funds,0,0.8376333346105449,18,0,11,2,1,1,341,1,0,743.81,0.7377555997128892,0
txn_synth_000115,899.24,UPI,insufficient_funds,0,0.5926772842792998,9,4,12,3,0,22,216,1,0,1205.59,0.7458920466668433,0
txn_synth_000116,642.45,UPI,exceeds_limit,0,0.6580754881621202,7,4,13,1,0,25,176,1,0,836.34,0.7681684390538724,0
txn_synth_000117,206.71,Card,insufficient_funds,0,0.6030664250324683,21,5,8,3,0,24,324,1,0,424.74,0.4866741892293123,0
txn_synth_000118,2085.62,Netbanking,abandoned_otp,1,0.41800586271949297,5,2,12,2,0,32,442,2,0,1487.88,1.4017393781639689,1
txn_synth_000119,1410.83,UPI,abandoned_otp,0,0.598346088848373,4,3,9,3,1,1,190,1,0,1391.59,1.0138259040821944,1
txn_synth_000120,1467.08,Card,exceeds_limit,0,0.43135332981279395,7,4,10,3,1,13,213,1,0,1482.75,0.9894317923491365,0
txn_synth_000121,267.9,UPI,exceeds_limit,0,0.49052838297700085,11,7,10,5,0,50,169,1,0,166.61,1.6079466053690288,0
txn_synth_000122,2704.83,UPI,insufficient_funds,0,0.8613830418543875,33,4,11,6,0,71,597,1,0,2283.07,1.1847337086259564,0
txn_synth_000123,163.72,Card,invalid_card,1,0.8815335652328596,19,2,9,5,0,9,316,2,0,261.63,0.625769192150396,0
txn_synth_000124,1196.14,Netbanking,insufficient_funds,3,0.8393770182344606,8,0,11,6,0,24,175,4,0,1145.07,1.04459988433371,0
txn_synth_000125,5945.89,UPI,insufficient_funds,0,0.6847512656692071,26,1,12,6,0,25,581,1,0,10843.53,0.5483352740774128,0
txn_synth_000126,247.02,UPI,exceeds_limit,1,0.6648802151670252,19,6,7,2,0,1,286,2,0,260.63,0.9477803419491103,0
txn_synth_000127,377.55,UPI,insufficient_funds,0,0.9250689543243843,10,0,11,5,0,2,185,1,0,312.54,1.2080053366607366,1
txn_synth_000128,734.84,Wallet,temporary_network_failure,1,0.6069164725405187,4,1,9,5,1,112,175,2,0,620.49,1.184289816366262,1
txn_synth_000129,402.03,Card,temporary_network_failure,0,0.4179113027002678,32,21,11,6,0,13,650,1,0,499.12,0.8054776245095844,1
txn_synth_000130,141.08,UPI,temporary_network_failure,0,0.8511293349314891,8,1,8,0,1,0,127,1,0,287.62,0.4905082925210941,1
txn_synth_000131,712.35,Card,invalid_card,1,0.6999574827738523,17,6,11,3,0,52,433,2,0,479.18,1.4866020809173572,0
txn_synth_000132,229.91,Netbanking,exceeds_limit,0,0.5354962046022329,13,5,10,4,1,31,222,1,0,129.66,1.7731758620101912,0
txn_synth_000133,1068.05,Card,invalid_card,0,0.5997416025332364,26,14,6,6,0,21,447,1,0,951.48,1.1225143868235339,0
txn_synth_000134,265.22,Card,invalid_card,0,0.8609164144472988,8,2,10,2,0,37,288,1,0,301.28,0.8803106452366357,0
txn_synth_000135,3133.59,Netbanking,insufficient_funds,1,0.6933249574925734,4,2,10,6,0,32,90,2,0,4276.43,0.7327583972314328,0
txn_synth_000136,303.91,UPI,insufficient_funds,2,0.6952947201596356,10,3,11,2,1,80,231,3,0,278.09,1.092847599955137,0
txn_synth_000137,482.0,Card,temporary_network_failure,2,0.8093224402343506,34,10,14,3,1,11,529,3,0,607.99,0.7927761839376275,0
txn_synth_000138,1500.45,UPI,exceeds_limit,1,0.8449489456403705,21,0,11,4,0,41,446,2,0,1509.2,0.9942022197574727,0
txn_synth_000139,194.25,Netbanking,temporary_network_failure,2,0.46343515276271185,6,3,8,4,0,1,91,3,0,141.63,1.371531358361127,0
txn_synth_000140,835.02,Card,insufficient_funds,0,0.41045680560991316,14,10,8,2,0,0,354,1,0,838.11,0.996313121233333,0
txn_synth_000141,2458.1,Card,temporary_network_failure,1,0.5669280460365997,36,11,8,0,0,22,544,2,0,1992.61,1.233608176042436,1
txn_synth_000142,133.29,Wallet,temporary_network_failure,1,0.9799426399090003,10,0,11,5,0,1,170,2,0,108.86,1.2244165695005906,1
txn_synth_000143,800.02,UPI,temporary_network_failure,1,0.5617798022513976,8,2,11,1,0,22,161,2,0,845.72,0.9459631917660314,0
txn_synth_000144,862.54,Card,invalid_card,0,0.5261719410895568,13,6,9,2,0,17,372,1,0,515.69,1.6725939678373833,0
txn_synth_000145,1453.64,Netbanking,insufficient_funds,1,0.8984415651865686,37,4,11,2,0,9,747,2,0,1419.44,1.0240940016901454,0
txn_synth_000146,193.07,UPI,insufficient_funds,0,0.6764561137323203,4,0,10,5,0,91,140,1,0,162.2,1.1903205184759236,0
txn_synth_000147,177.6,Card,insufficient_funds,1,0.6760109926302825,13,2,11,6,0,12,468,2,0,158.97,1.117191852727442,1
txn_synth_000148,1120.96,Card,invalid_card,0,0.7532288475984317,26,6,10,3,1,21,475,1,0,902.19,1.2424877105433698,0
txn_synth_000149,895.14,Card,insufficient_funds,2,0.8112489456084616,3,1,12,3,0,61,118,3,0,972.17,0.9207648773284006,0
txn_synth_000150,854.48,Netbanking,temporary_network_failure,1,0.5885961255368143,4,1,10,0,0,28,156,2,0,1371.44,0.6230531366807652,1
txn_synth_000151,940.53,Card,insufficient_funds,0,0.5906083364504602,31,8,7,4,0,7,594,1,0,742.89,1.2660420618659283,0
txn_synth_000152,336.96,Card,invalid_card,0,0.8649666683765226,15,4,13,6,0,13,291,1,0,435.0,0.7746206718478006,0
txn_synth_000153,839.04,Netbanking,temporary_network_failure,1,0.8759889878177043,37,3,9,1,0,3,660,2,0,599.27,1.4001034358452211,1
txn_synth_000154,891.65,Card,insufficient_funds,0,0.6086004230571797,19,10,12,0,0,50,426,1,0,973.07,0.9163266680061386,0
txn_synth_000155,325.59,UPI,temporary_network_failure,2,0.6276438324202146,19,10,9,3,0,3,311,3,0,208.02,1.5651859645617743,1
txn_synth_000156,4297.44,Card,invalid_card,0,0.9327630173985465,13,2,10,1,1,35,205,1,0,5363.37,0.8012574168829347,0
txn_synth_000157,1068.31,UPI,insufficient_funds,0,0.8286468382534775,9,2,11,2,0,0,190,1,0,1492.31,0.7158767232285737,1
txn_synth_000158,202.09,Card,invalid_card,3,0.7572816674556329,16,2,12,3,0,15,271,4,0,377.94,0.5347144907997436,0
txn_synth_000159,1282.48,Card,temporary_network_failure,0,0.8878269893203034,15,1,11,3,0,23,344,1,0,2123.72,0.6038837483101174,1
txn_synth_000160,250.97,UPI,insufficient_funds,1,0.6248905272223203,18,3,13,5,0,21,495,2,0,328.91,0.7630354576317091,0
txn_synth_000161,1461.3,UPI,temporary_network_failure,0,0.7597734708070897,8,3,8,0,0,3,244,1,0,1462.41,0.9992409720991994,1
txn_synth_000162,2118.78,UPI,temporary_network_failure,1,0.8115872050455704,46,4,9,0,0,8,711,2,0,2465.67,0.8593120699067106,1
txn_synth_000163,292.75,UPI,insufficient_funds,0,0.739250595381305,3,1,10,0,0,39,140,1,0,219.61,1.3330448826080377,1
txn_synth_000164,1743.02,UPI,temporary_network_failure,0,0.39067267795725336,8,4,7,6,0,37,261,1,0,1670.26,1.0435620739072835,0
txn_synth_000165,1005.04,UPI,temporary_network_failure,0,0.6347681994918122,13,7,9,4,0,17,302,1,0,1063.45,0.9450749828851851,0
txn_synth_000166,1513.32,UPI,insufficient_funds,0,0.9816008304361283,12,0,7,4,0,22,343,1,0,2305.58,0.6563727970559564,1
txn_synth_000167,4432.83,UPI,temporary_network_failure,0,0.6534801261410376,12,6,9,1,0,20,221,1,0,4701.11,0.9429326245441341,1
txn_synth_000168,520.41,UPI,insufficient_funds,1,0.7341914651298405,34,4,10,5,0,66,654,2,0,775.02,0.6714794370276969,1
txn_synth_000169,313.02,UPI,exceeds_limit,2,0.6873138920175605,25,6,12,6,1,48,410,3,0,278.41,1.1243130230841916,0
txn_synth_000170,273.28,Card,invalid_card,0,0.9206659362604079,12,2,8,3,0,2,220,1,0,305.75,0.893802096686767,0
txn_synth_000171,294.18,Card,invalid_card,1,0.5717099215187762,10,4,11,6,0,2,255,2,0,330.25,0.8907796853662473,0
txn_synth_000172,615.79,Card,temporary_network_failure,2,0.5462720714556802,2,2,10,2,0,2,72,3,0,596.49,1.032355931660951,1
txn_synth_000173,935.57,Wallet,temporary_network_failure,0,0.6837581644279583,13,6,11,5,0,24,285,1,0,527.49,1.7736260066802025,1
txn_synth_000174,877.16,Netbanking,temporary_network_failure,0,0.8951267407167165,10,2,8,2,0,2,339,1,0,724.86,1.2101095216992312,1
txn_synth_000175,1521.09,UPI,temporary_network_failure,1,0.5938067242827867,7,3,10,1,0,10,204,2,0,1081.06,1.4070356741805665,1
txn_synth_000176,673.85,Card,invalid_card,0,0.9056350677320709,5,1,6,0,0,2,117,1,0,740.79,0.9096369968596095,0
txn_synth_000177,2845.61,Card,insufficient_funds,0,0.7788873445133367,7,2,8,1,0,5,113,1,0,3445.1,0.8259876322139049,0
txn_synth_000178,510.48,Netbanking,temporary_network_failure,1,0.8536029720947124,21,3,11,6,0,61,468,2,0,522.28,0.9774067362830909,1
txn_synth_000179,10098.77,Netbanking,temporary_network_failure,1,0.6780437818960319,17,5,8,2,0,58,376,2,0,9415.24,1.072598254454907,1
txn_synth_000180,1243.48,Card,temporary_network_failure,1,0.9353928028518276,3,1,9,2,0,135,95,2,0,1489.59,0.8347800345411823,1
txn_synth_000181,282.26,Netbanking,abandoned_otp,0,0.6849199428533816,9,3,12,3,0,5,205,1,0,235.95,1.1962703455702333,1
txn_synth_000182,227.95,UPI,insufficient_funds,1,0.7624050387879248,14,2,12,0,0,25,350,2,0,263.69,0.8644620249360224,0
txn_synth_000183,1077.58,Card,exceeds_limit,1,0.9839964006100594,14,0,6,6,0,8,253,2,0,815.62,1.3211789642090805,1
txn_synth_000184,531.94,Netbanking,temporary_network_failure,0,0.23305783720590253,9,7,11,1,0,82,141,1,0,798.41,0.6662491618811244,0
txn_synth_000185,1358.32,UPI,temporary_network_failure,0,0.5684792731025667,12,5,9,6,0,20,493,1,0,1716.54,0.7913127524478734,0
txn_synth_000186,1067.67,Netbanking,insufficient_funds,0,0.6650011632526586,20,5,9,5,0,25,430,1,0,1078.47,0.9899858040558773,0
txn_synth_000187,618.42,Card,insufficient_funds,1,0.8089887160483681,13,2,11,2,0,10,548,2,0,680.71,0.9084925899649984,0
txn_synth_000188,285.2,Card,insufficient_funds,0,0.7959045558909427,17,6,14,5,0,13,273,1,0,369.65,0.7715406256853612,1
txn_synth_000189,146.23,Card,invalid_card,2,0.5702542470350597,24,14,9,4,0,5,361,3,0,178.45,0.8194451768313153,0
txn_synth_000190,425.59,Card,insufficient_funds,1,0.7388343803439211,18,8,11,0,0,18,348,2,0,413.68,1.0287903444983961,0
txn_synth_000191,1566.19,UPI,temporary_network_failure,2,0.8003190380752788,4,1,10,2,0,7,99,3,0,2041.22,0.7672813279936443,1
txn_synth_000192,823.94,Card,insufficient_funds,0,0.7337044939107653,26,7,11,1,1,64,406,1,0,1120.22,0.7355162313160252,0
txn_synth_000193,191.38,UPI,temporary_network_failure,1,0.672140653251565,10,1,12,1,0,14,152,2,0,275.32,0.6951183824234207,1
txn_synth_000194,790.91,Card,abandoned_otp,3,0.7763323890853965,50,14,14,3,0,0,959,4,0,770.3,1.0267557960956017,0
txn_synth_000195,977.81,Netbanking,temporary_network_failure,0,0.8088564844391962,3,1,12,4,0,62,95,1,0,758.65,1.288881548950352,0
txn_synth_000196,274.83,UPI,exceeds_limit,0,0.5629059991819257,6,3,13,3,0,6,104,1,0,287.11,0.9572289033043466,1
